,emb_that,emb_wh,emb_whether,pairID
659,This government wasn't figuring out that Sabrina shouldn't reveal that some driver ascends hills.,This government wasn't figuring out what Sabrina shouldn't reveal that some driver ascends.,This government wasn't figuring out that Sabrina shouldn't reveal whether some driver ascends hills.,659
660,Cheryl has figured out that Lawrence does reveal that every contractor shouldn't choose every car.,Cheryl has figured out what Lawrence does reveal that every contractor shouldn't choose.,Cheryl has figured out that Lawrence does reveal whether every contractor shouldn't choose every car.,660
661,Some teachers realize that Tanya was realizing that all waiters complained about this actress.,Some teachers realize who Tanya was realizing that all waiters complained about.,Some teachers realize that Tanya was realizing whether all waiters complained about this actress.,661
662,These oncologists figure out that that guest was realizing that some waitress bothers Sarah.,These oncologists figure out who that guest was realizing that some waitress bothers.,These oncologists figure out that that guest was realizing whether some waitress bothers Sarah.,662
663,A lot of hospitals know that Chad was realizing that some teenager leads Samantha.,A lot of hospitals know who Chad was realizing that some teenager leads.,A lot of hospitals know that Chad was realizing whether some teenager leads Samantha.,663
664,Emily knew that Pamela learned that some patient arrives at every river.,Emily knew what Pamela learned that some patient arrives at.,Emily knew that Pamela learned whether some patient arrives at every river.,664
665,Many waitresses know that Marcus was investigating that every library isn't touring Harvard University.,Many waitresses know what Marcus was investigating that every library isn't touring.,Many waitresses know that Marcus was investigating whether every library isn't touring Harvard University.,665
666,These hospitals find out that men investigate that most committees researched many movie theaters.,These hospitals find out what men investigate that most committees researched.,These hospitals find out that men investigate whether most committees researched many movie theaters.,666
667,Every teacher finds out that many lawyers don't remember that those hospitals led this actress.,Every teacher finds out who many lawyers don't remember that those hospitals led.,Every teacher finds out that many lawyers don't remember whether those hospitals led this actress.,667
668,Kimberley wouldn't realize that Janice forgets that every podiatrist hugs Jane.,Kimberley wouldn't realize who Janice forgets that every podiatrist hugs.,Kimberley wouldn't realize that Janice forgets whether every podiatrist hugs Jane.,668
669,All ladies are investigating that the organization reveals that some French teacher wasn't exploring the public parks.,All ladies are investigating what the organization reveals that some French teacher wasn't exploring.,All ladies are investigating that the organization reveals whether some French teacher wasn't exploring the public parks.,669
670,Martin knows that an actress had revealed that an adult impressed Sheila.,Martin knows who an actress had revealed that an adult impressed.,Martin knows that an actress had revealed whether an adult impressed Sheila.,670
671,Ellen learned that the guest reveals that a doctor astounds those oncologists.,Ellen learned who the guest reveals that a doctor astounds.,Ellen learned that the guest reveals whether a doctor astounds those oncologists.,671
