,obj_that,obj_wh,pp_wh,subj_wh,pairID
695,Travis found out that the handymen bite associates with Galileo.,Travis found out who the handymen bite with Galileo.,Travis found out who the handymen bite associates with.,Travis found out who bite associates.,695
696,The actress is revealing that every waiter hasn't drunk the milk with Denise.,The actress is revealing what every waiter hasn't drunk with Denise.,The actress is revealing what every waiter hasn't drunk the milk with.,The actress is revealing what hasn't drunk the milk.,696
697,Steve was forgetting that every axis was looking like a sketch for Rose.,Steve was forgetting what every axis was looking like for Rose.,Steve was forgetting what every axis was looking like a sketch for.,Steve was forgetting what was looking like a sketch.,697
698,Some partners revealed that those prints look like some truck with many children.,Some partners revealed what those prints look like with many children.,Some partners revealed what those prints look like some truck with.,Some partners revealed what look like some truck.,698
699,Those guests conceal that this sketch is hindering some library for Anna.,Those guests conceal what this sketch is hindering for Anna.,Those guests conceal what this sketch is hindering some library for.,Those guests conceal what is hindering some library.,699
700,The Impressionists would know that a pepper doesn't upset some government with Caroline.,The Impressionists would know what a pepper doesn't upset with Caroline.,The Impressionists would know what a pepper doesn't upset some government with.,The Impressionists would know what doesn't upset some government.,700
701,A lot of dentists remember that all contractors hadn't explored many rivers for Ann.,A lot of dentists remember what all contractors hadn't explored for Ann.,A lot of dentists remember what all contractors hadn't explored many rivers for.,A lot of dentists remember what hadn't explored many rivers.,701
702,Scott has forgotten that those men investigate David with Kenneth.,Scott has forgotten who those men investigate with Kenneth.,Scott has forgotten who those men investigate David with.,Scott has forgotten who investigate David.,702
703,Patrick conceals that the men climbed up every mountain with Cheryl.,Patrick conceals what the men climbed up with Cheryl.,Patrick conceals what the men climbed up every mountain with.,Patrick conceals what climbed up every mountain.,703
704,Many teenagers realize that every man wasn't hugging Laurie for Sharon.,Many teenagers realize who every man wasn't hugging for Sharon.,Many teenagers realize who every man wasn't hugging Laurie for.,Many teenagers realize who wasn't hugging Laurie.,704
705,Every senator had figured out that every electrician was hindering the women with Russell.,Every senator had figured out who every electrician was hindering with Russell.,Every senator had figured out who every electrician was hindering the women with.,Every senator had figured out who was hindering the women.,705
706,Brenda revealed that some boy isn't returning to Lori for Rodney.,Brenda revealed who some boy isn't returning to for Rodney.,Brenda revealed who some boy isn't returning to Lori for.,Brenda revealed who isn't returning to Lori.,706
707,Many museums reveal that a lot of children had talked about rivers for every child.,Many museums reveal what a lot of children had talked about for every child.,Many museums reveal what a lot of children had talked about rivers for.,Many museums reveal what had talked about rivers.,707
708,That dancer had realized that many lawyers appreciate this associate for Stephen.,That dancer had realized who many lawyers appreciate for Stephen.,That dancer had realized who many lawyers appreciate this associate for.,That dancer had realized who appreciate this associate.,708
709,Many people remember that those students could mess up the skirt for Susan.,Many people remember what those students could mess up for Susan.,Many people remember what those students could mess up the skirt for.,Many people remember what could mess up the skirt.,709
710,Some French teachers weren't figuring out that most girls can't explore that restaurant for Sandra.,Some French teachers weren't figuring out what most girls can't explore for Sandra.,Some French teachers weren't figuring out what most girls can't explore that restaurant for.,Some French teachers weren't figuring out what can't explore that restaurant.,710
711,People investigate that most ladies repair every cup with Claire.,People investigate what most ladies repair with Claire.,People investigate what most ladies repair every cup with.,People investigate what repair every cup.,711
712,Andrea concealed that those associates have scanned newspaper articles with Tara.,Andrea concealed what those associates have scanned with Tara.,Andrea concealed what those associates have scanned newspaper articles with.,Andrea concealed what have scanned newspaper articles.,712
713,Some hospital won't reveal that most teenagers lose these ships with Chad.,Some hospital won't reveal what most teenagers lose with Chad.,Some hospital won't reveal what most teenagers lose these ships with.,Some hospital won't reveal what lose these ships.,713
714,Most companies haven't found out that girls dislike the bread for Tanya.,Most companies haven't found out what girls dislike for Tanya.,Most companies haven't found out what girls dislike the bread for.,Most companies haven't found out what dislike the bread.,714
715,Alexander learned that many dancers purchase this couch for Heidi.,Alexander learned what many dancers purchase for Heidi.,Alexander learned what many dancers purchase this couch for.,Alexander learned what purchase this couch.,715
