,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
639,Most doctors knew that a lot of waiters arrive at every restaurant after going to this hill.,Most doctors knew what a lot of waiters arrive at after going to this hill.,Most doctors knew that a lot of waiters gotten fired after going to this hill arrive at every restaurant.,Most doctors knew what a lot of waiters gotten fired after going to this hill arrive at.,639,,,,,,,,,,,,,,,,,,,,
640,Many senators find out that those adults didn't disagree with a piano teacher while helping some company.,Many senators find out who those adults didn't disagree with while helping some company.,Many senators find out that those adults attacked while helping some company didn't disagree with a piano teacher.,Many senators find out who those adults attacked while helping some company didn't disagree with.,640,,,,,,,,,,,,,,,,,,,,
641,Phillip concealed that this podiatrist wouldn't discover some shirt before buying those hats.,Phillip concealed what this podiatrist wouldn't discover before buying those hats.,Phillip concealed that this podiatrist upset before buying those hats wouldn't discover some shirt.,Phillip concealed what this podiatrist upset before buying those hats wouldn't discover.,641,,,,,,,,,,,,,,,,,,,,
642,Joseph knew that these partners discuss most banks while embarrassing all children.,Joseph knew what these partners discuss while embarrassing all children.,Joseph knew that these partners wept while embarrassing all children discuss most banks.,Joseph knew what these partners wept while embarrassing all children discuss.,642,,,,,,,,,,,,,,,,,,,,
643,Brett was remembering that this tea isn't disgusting all actors while disgusting a lot of pedestrians.,Brett was remembering who this tea isn't disgusting while disgusting a lot of pedestrians.,Brett was remembering that this tea lost while disgusting a lot of pedestrians isn't disgusting all actors.,Brett was remembering who this tea lost while disgusting a lot of pedestrians isn't disgusting.,643,,,,,,,,,,,,,,,,,,,,
644,A boy is finding out that this oncologist wasn't making all windows before fixing the carts.,A boy is finding out what this oncologist wasn't making before fixing the carts.,A boy is finding out that this oncologist sounded like before fixing the carts wasn't making all windows.,A boy is finding out what this oncologist sounded like before fixing the carts wasn't making.,644,,,,,,,,,,,,,,,,,,,,
645,Theodore is forgetting that every dentist hadn't visited many dentists after disgusting Natalie.,Theodore is forgetting who every dentist hadn't visited after disgusting Natalie.,Theodore is forgetting that every dentist evaporated after disgusting Natalie hadn't visited many dentists.,Theodore is forgetting who every dentist evaporated after disgusting Natalie hadn't visited.,645,,,,,,,,,,,,,,,,,,,,
646,All electricians hadn't revealed that those guys are noticing Tara after aiding William.,All electricians hadn't revealed who those guys are noticing after aiding William.,All electricians hadn't revealed that those guys investigated after aiding William are noticing Tara.,All electricians hadn't revealed who those guys investigated after aiding William are noticing.,646,,,,,,,,,,,,,,,,,,,,
647,The girl realized that the teenagers go to malls before dropping by movie theaters.,The girl realized what the teenagers go to before dropping by movie theaters.,The girl realized that the teenagers retaliated before dropping by movie theaters go to malls.,The girl realized what the teenagers retaliated before dropping by movie theaters go to.,647,,,,,,,,,,,,,,,,,,,,
648,The woman has known that every sketch had looked like this grocery store while looking like the lady.,The woman has known what every sketch had looked like while looking like the lady.,The woman has known that every sketch disliked while looking like the lady had looked like this grocery store.,The woman has known what every sketch disliked while looking like the lady had looked like.,648,,,,,,,,,,,,,,,,,,,,
649,Valerie discovered that every child fixes every cup after cleaning money.,Valerie discovered what every child fixes after cleaning money.,Valerie discovered that every child respected after cleaning money fixes every cup.,Valerie discovered what every child respected after cleaning money fixes.,649,,,,,,,,,,,,,,,,,,,,
650,This guest hasn't discovered that every doctor hadn't toured most movie theaters while escaping from a teacher.,This guest hasn't discovered what every doctor hadn't toured while escaping from a teacher.,This guest hasn't discovered that every doctor answered while escaping from a teacher hadn't toured most movie theaters.,This guest hasn't discovered what every doctor answered while escaping from a teacher hadn't toured.,650,,,,,,,,,,,,,,,,,,,,
651,Hospitals forget that those associations respect many oncologists before confusing most waiters.,Hospitals forget who those associations respect before confusing most waiters.,Hospitals forget that those associations whispered before confusing most waiters respect many oncologists.,Hospitals forget who those associations whispered before confusing most waiters respect.,651,,,,,,,,,,,,,,,,,,,,
652,Kristen investigates that many boys have skated around the Great Lakes before exiting this school.,Kristen investigates what many boys have skated around before exiting this school.,Kristen investigates that many boys gotten a job before exiting this school have skated around the Great Lakes.,Kristen investigates what many boys gotten a job before exiting this school have skated around.,652,,,,,,,,,,,,,,,,,,,,
653,Gregory reveals that a lamp hurt Dan without bothering Janice.,Gregory reveals who a lamp hurt without bothering Janice.,Gregory reveals that a lamp seen without bothering Janice hurt Dan.,Gregory reveals who a lamp seen without bothering Janice hurt.,653,,,,,,,,,,,,,,,,,,,,
654,A lot of women learn that the man has the eyes while bringing the ice.,A lot of women learn what the man has while bringing the ice.,A lot of women learn that the man tipped over while bringing the ice has the eyes.,A lot of women learn what the man tipped over while bringing the ice has.,654,,,,,,,,,,,,,,,,,,,,
655,Thomas was learning that a waitress cures a lot of French teachers without kissing Julie.,Thomas was learning who a waitress cures without kissing Julie.,Thomas was learning that a waitress complained about without kissing Julie cures a lot of French teachers.,Thomas was learning who a waitress complained about without kissing Julie cures.,655,,,,,,,,,,,,,,,,,,,,
656,Cheryl hasn't figured out that many grocery stores embarrass Melissa after overwhelming Carlos.,Cheryl hasn't figured out who many grocery stores embarrass after overwhelming Carlos.,Cheryl hasn't figured out that many grocery stores murmured after overwhelming Carlos embarrass Melissa.,Cheryl hasn't figured out who many grocery stores murmured after overwhelming Carlos embarrass.,656,,,,,,,,,,,,,,,,,,,,
657,Roger isn't learning that this man had messed up every cafe before describing Angela.,Roger isn't learning what this man had messed up before describing Angela.,Roger isn't learning that this man hidden before describing Angela had messed up every cafe.,Roger isn't learning what this man hidden before describing Angela had messed up.,657,,,,,,,,,,,,,,,,,,,,
